details_id,job_ids,company_Name,designations,industry,employees_count,linkedin_followers,involvement,level,total_applicants,City,State
641,3969041345,Wipro,Analyst,Marketing,10001,9368829,Full-time,Full-time,105,Gurugram, Haryana
642,3959478934,TresVista,Analyst - Business Development - Pune,Marketing,5000,107134,Full-time,Associate,175,Pune, Maharashtra
643,3829693607,Evonence,Google Cloud - Business Development Executive,Marketing,50,13895,Full-time,Full-time,130,Pune, Maharashtra
644,3970151926,Magnanimous Group,Performance Analyst,Marketing,200,5526,Full-time,Full-time,196,Mumbai, Maharashtra
645,3975002302,Wipro,Technical Business Analyst,Marketing,10001,9368837,Full-time,Full-time,6,Pune, Maharashtra
646,3959651825,Zensar Technologies,MARKETING,Marketing,10000,865375,Full-time,Mid-Senior level,153,Pune, Maharashtra
647,3956427454,Google,Digital Marketing Strategist,Marketing,10001,33558881,Full-time,Full-time,120,Hyderabad, Telangana
648,3957817652,Pattern®,Performance Marketing Assistant,Marketing,5000,56264,Full-time,Entry level,90,Pune, Maharashtra
649,3968875711,Rajavruksha Group,Digital Marketing Executive,Marketing,50,1454,Full-time,Full-time,146,Bengaluru, Karnataka
650,3920273267,Mphasis,Analyst - Data Visualisation,Marketing,10001,958430,Full-time,Mid-Senior level,132,Pune, Maharashtra
651,3962914821,PerformAce,Growth Analyst,Marketing,10,648,Full-time,Full-time,135,Gurgaon, Haryana
652,3938841557,LTIMindtree,Media Analyst,Marketing,10001,3979477,Full-time,Entry level,195,Bengaluru, Karnataka
653,3955323071,Allianz Services,Associate Customer Service,Marketing,10000,101713,Full-time,Entry level,197,Pune, Maharashtra
654,3967129051,Nutsby,Marketing Associate,Marketing,10,1180,Full-time,Full-time,193,Hyderabad, Telangana
655,3954057476,Fulcro,Client Servicing Executive,Marketing,200,50399,Full-time,Associate,101,Mumbai, Maharashtra
656,3975121221,Date Energy,Digital Marketing Executive,Marketing,10,1663,Full-time,Full-time,101,Pune, Maharashtra
657,3952876564,Google,"Business Development Consultant, New Business Sales",Marketing,10001,33558895,Full-time,Full-time,146,Gurgaon, Haryana
658,3977251136,Pratiti Technologies,Business Development Executive,Marketing,500,31390,Full-time,Full-time,38,Pune, Maharashtra
659,3966528479,Searce Inc,Business Development Representative,Marketing,5000,131647,Full-time,Mid-Senior level,176,Pune, Maharashtra
660,3951963224,ANSATA - Professional Audio,Business Development Executive,Marketing,50,3558,Full-time,Full-time,178,Mumbai, Maharashtra
661,3964303908,Korenomics Sourceright,Business Development Executive,Marketing,200,1024,Full-time,Full-time,195,Pune, Maharashtra
662,3962756564,Schbang,Jr. Brand Solutions Strategist - Client Servicing,Marketing,5000,316012,Full-time,Executive,196,Mumbai, Maharashtra
663,3945799248,Le Frehindi Official,Digital Marketing Executive,Marketing,200,1343,Full-time,Full-time,125,Dehradun, Uttarakhand
664,3960621369,Digital ROI,Digital Marketing Analyst,Marketing,200,10262,Full-time,Full-time,163,Pune, Maharashtra
665,3958194860,Pattern®,Digital Marketing Analyst,Marketing,5000,56265,Full-time,Associate,155,Pune, Maharashtra
666,3967461341,PAD Integrated Marketing and Communications,Client Servicing Executive - Agency Background,Marketing,200,9858,Full-time,Full-time,103,Hyderabad, Telangana
667,3974154776,Global Advertisers Pvt. Ltd.,Digital Marketing Strategist,Marketing,200,11715,Full-time,Full-time,116,Mumbai, Maharashtra
668,3943676997,Matrix Bricks,Business Development Executive,Marketing,50,6477,Full-time,Full-time,106,Mumbai, Maharashtra
669,3941340907,iEnergizer,Customer Service Representative - L2,Marketing,10001,113919,Full-time,Entry level,173,Pune, Maharashtra
670,3958298663,Scatter,Client Services Executive,Marketing,50,21611,Full-time,Entry level,199,Mumbai, Maharashtra
671,3953093863,Tech Mahindra,Process Specialist,Marketing,10001,6238901,Full-time,Mid-Senior level,188,Pune, Maharashtra
672,3975339211,Capgemini,V+ Business Analyst -Mumbai,Marketing,10001,6847800,Full-time,Mid-Senior level,1,Pune, Maharashtra
673,3959655222,Zensar Technologies,MARKETING,Marketing,10000,865383,Full-time,Mid-Senior level,103,Pune, Maharashtra
674,3931515252,Avient Corporation,Analytics Analyst,Marketing,10001,107270,Full-time,Associate,195,Pune, Maharashtra
675,3974757094,Cognizant,Process Executive - Data,Marketing,10001,7474082,Full-time,Entry level,26,Pune, Maharashtra
676,3959363882,M&C Saatchi Performance,SEM Executive,Marketing,500,101395,Full-time,Entry level,139,Bengaluru, Karnataka
677,3963339333,IBM,Campaign Planner,Marketing,10001,16855458,Full-time,Full-time,117,Pune, Maharashtra
678,3974751855,Cognizant,Associate - Projects,Marketing,10001,7474083,Full-time,Entry level,24,Pune, Maharashtra
679,3931244892,UniAthena,Jr. SEO Executive,Marketing,200,41273,Full-time,Full-time,180,Pune, Maharashtra
680,3973950068,TETRAHED INC,BI Analyst,Marketing,200,14052,Full-time,Associate,109,Hyderabad, Telangana
681,3938839959,LTIMindtree,Media Analyst,Marketing,10001,3979488,Full-time,Entry level,156,Bengaluru, Karnataka
682,3970874815,NSquare Xperts,Business Development Executive,Marketing,200,4563,Full-time,Full-time,76,Pune, Maharashtra
683,3950868822,Tealbox Digital,Digital Marketing Executive,Marketing,50,20050,Full-time,Full-time,189,Bengaluru, Karnataka
684,3971986430,Mosaic Wellness,Ecommerce Marketing Executive,Marketing,200,35040,Full-time,Full-time,172,Thane, Maharashtra
685,3948788515,Schbang,Brand Solutions Strategist,Marketing,5000,316014,Full-time,Associate,138,Mumbai, Maharashtra
686,3979018744,Sapiens,Business Analyst (Internal Movement),Marketing,10000,178309,Internship,Associate,0,Bengaluru East, Karnataka
687,3975870395,Gemius Studios Pvt. Ltd.,Creative Strategist,Marketing,200,9118,Full-time,Full-time,18,Surat, Gujarat
688,3961891457,Goezy Self Drive,Sales And Marketing Specialist,Marketing,100,0,Full-time,Full-time,60,Guwahati, Assam
689,3927394600,Wipro,Business Analyst,Marketing,10001,9368920,Full-time,Full-time,149,Pune, Maharashtra
690,3977269363,Wipro,Analyst,Marketing,10001,9368922,Full-time,Entry level,0,Mumbai, Maharashtra
691,3959653393,Zensar Technologies,MARKETING,Marketing,10000,865391,Full-time,Mid-Senior level,81,Pune, Maharashtra
692,3942734865,eClerx,Analyst,Marketing,10001,321208,Full-time,Entry level,73,Pune, Maharashtra
693,3979022268,JPMorganChase,Client Data Analyst,Marketing,10001,5180396,Full-time,Full-time,1,Hyderabad, Telangana
694,3974755429,Cognizant,Process Executive - Data,Marketing,10001,7474088,Full-time,Entry level,16,Pune, Maharashtra
695,3927397335,Wipro,Data Analyst,Marketing,10001,9368930,Full-time,Full-time,122,Pune, Maharashtra
696,3961294758,ConsultAdd Inc,Social Media Strategist,Marketing,500,34952,Full-time,Mid-Senior level,68,Pune, Maharashtra
697,3977248613,Birlasoft,Business Analyst,Marketing,10001,596748,Full-time,Mid-Senior level,134,Noida, Uttar Pradesh
698,3975000430,Wipro,Executive/Senior Executive,Marketing,10001,9368936,Full-time,Full-time,4,Pune, Maharashtra
699,3956800722,AdLift India,Search Marketing Analyst,Marketing,200,31693,Full-time,Entry level,178,Gurugram, Haryana
700,3973929660,"Futurism Technologies, INC.",Business Development Executive,Marketing,1000,47578,Full-time,Mid-Senior level,176,Pune, Maharashtra
701,3974369389,The 5th Kreative.Co,Business Development Executive,Marketing,50,7,Full-time,Full-time,12,Mumbai, Maharashtra
702,3977254048,YASH Technologies,BI Data Analyst Job,Marketing,10000,471158,Full-time,Mid-Senior level,32,Pune, Maharashtra
703,3682023005,eClerx,Analyst,Marketing,10001,321208,Full-time,Entry level,150,Pune, Maharashtra
704,3912922324,Truww,Business Development Executive,Marketing,200,17619,Full-time,Associate,150,Pune, Maharashtra
705,3969043110,Wipro,Analyst,Marketing,10001,9368953,Full-time,Full-time,16,Gurugram, Haryana
706,3942818164,Solvers India,Junior Analyst,Marketing,50,2245,Full-time,Full-time,0,Maharashtra, 
707,3969994817,Wipro,Business Analyst,Marketing,10001,9368956,Full-time,Full-time,139,Pune, Maharashtra
708,3962747442,Awchat & Olsen Design,Client Servicing Executive,Marketing,50,7708,Full-time,Full-time,161,Mumbai, Maharashtra
709,3965535930,Schbang,Brand Solutions Strategist,Marketing,5000,316017,Full-time,Executive,165,Mumbai, Maharashtra
710,3936860636,MEDIAMIX,Client Servicing Intern,Marketing,50,3015,Full-time,Full-time,51,Gurugram, Haryana
711,3973473888,Schbang,BD Executive,Marketing,5000,316017,Full-time,Associate,196,Mumbai, Maharashtra
712,3978411401,Infosys BPM,Consultant,Marketing,10001,1539580,Full-time,Mid-Senior level,4,Pune, Maharashtra
713,3960224851,Synechron,Data Analyst,Marketing,10001,1084663,Full-time,Mid-Senior level,124,Mumbai, Maharashtra
714,3953973968,Zomato,Associate || Customer Experience,Marketing,5000,1652230,Full-time,Entry level,199,Gurugram, Haryana
715,3974828768,Infectious Advertising,Account Executive,Marketing,200,10157,Full-time,Full-time,106,Mumbai, Maharashtra
716,3966403629,TripStack,Product Analyst,Marketing,200,35419,Full-time,Associate,187,Pune, Maharashtra
717,3937316403,Ansira,Digital Client Specialist,Marketing,5000,15183,Full-time,Entry level,96,Pune, Maharashtra
718,3941669043,Cognizant,Associate - Projects,Marketing,10001,7474104,Full-time,Entry level,109,Pune, Maharashtra
719,3953228960,Amdocs,Digital Media Technician,Marketing,10001,1139575,Full-time,Mid-Senior level,68,Pune, Maharashtra
720,3852352394,Inventive SMi,Business Development Executive,Marketing,500,7916,Full-time,Full-time,38,Pune, Maharashtra
721,3943556615,PubMighty,Marketing Specialist,Marketing,50,4220,Full-time,Full-time,199,Pune, Maharashtra
722,3965528770,WNS,Associate - Operations,Marketing,10001,1120622,Full-time,Associate,176,Pune, Maharashtra
723,3974791011,Venture Consultancy Services (VCS),Business Development Executive,Marketing,200,5211,Full-time,Full-time,17,Lucknow, Uttar Pradesh
724,3945862594,Wipro,Associate,Marketing,10001,9368982,Full-time,Full-time,174,Hyderabad, Telangana
725,3682021097,eClerx,Analyst,Marketing,10001,321209,Full-time,Entry level,164,Pune, Maharashtra
726,3973945883,Digital Gourmet,Business Development Executive,Marketing,50,322,Full-time,Full-time,25,Gurugram, Haryana
727,3942495709,EisnerAmper,Marketing Content Coordinator,Marketing,5000,61822,Full-time,Full-time,48,Mumbai, Maharashtra
728,3975155305,Boston Institute of Analytics,Business Development Executive - Mumbai,Marketing,500,64696,Full-time,Full-time,62,Mumbai, Maharashtra
729,3810255562,Pattern®,Performance Marketing Assistant,Marketing,5000,56266,Full-time,Entry level,143,Pune, Maharashtra
730,3957563141,Puretech Digital,Paid Media,Marketing,500,16397,Full-time,Mid-Senior level,147,Mumbai, Maharashtra
731,3960085127,Publicis Media,Media Performance Analyst,Marketing,10001,344644,Full-time,Entry level,167,Gurgaon, Haryana
732,3976146227,Virtusa,Business System Analyst,Marketing,10001,1183103,Full-time,Associate,7,Tamil Nadu, Andhra Pradesh
733,3975162986,Boston Institute of Analytics,Business Development Executive - Pune,Marketing,500,64696,Full-time,Full-time,166,Pune, Maharashtra
734,3967712821,Wipro,Management Trainee,Marketing,10001,9369003,Full-time,Full-time,83,Gurugram, Haryana
735,3973946526,Fourart Designs Pvt. Ltd.,Digital Marketing Executive,Marketing,10,3744,Full-time,Full-time,61,Kochi, Kerala
736,3969042217,Wipro,Analyst,Marketing,10001,9369009,Full-time,Full-time,29,Gurugram, Haryana
737,3627623521,RevBoosters,Marketing Analyst,Marketing,50,2981,Hybrid,Full-time,0,Pune, Maharashtra
738,3975122762,Innovative Glance,Digital Marketing Executive - Fresher,Marketing,50,1817,Full-time,Full-time,185,Ahmedabad, Gujarat
739,3973953731,Social DNA,Client Services Representative,Marketing,50,5590,Full-time,Full-time,25,Hyderabad, Telangana
740,3958921680,Schbang,Creative Intern,Marketing,5000,316017,Internship,Internship,138,Mumbai, Maharashtra
741,3957684578,NSEG Pvt. Ltd.,Digital Marketing Specialist,Marketing,500,26513,Full-time,Full-time,135,Ahmedabad, Gujarat
742,3973986773,Morgan Stanley,"Associate, Business Management, Operations",Marketing,10001,3080276,Full-time,Full-time,63,Mumbai, Maharashtra
743,3952154589,Sprig Electronics,Digital Marketing Executive,Marketing,50,8401,Full-time,Full-time,185,Bengaluru, Karnataka
744,3958390854,Searce Inc,Business Development Representative,Marketing,5000,131650,Full-time,Associate,138,Pune, Maharashtra
745,3973945581,FoxyMoron,Jr. Client Servicing Executive,Marketing,500,111844,Full-time,Entry level,149,Mumbai, Maharashtra
746,3901302031,LetsDressUp (LDU),Marketing Management Trainee,Marketing,50,17805,Full-time,Full-time,164,Gurugram, Haryana
747,3969086652,Commonwealth Bank,Insights Analytics Analyst,Marketing,10001,1322086,Full-time,Full-time,105,Bengaluru East, Karnataka
748,3965413590,PINKVILLA,Influencer Marketing Specialist,Marketing,10,6691,Full-time,Entry level,0,Mumbai, Maharashtra
749,3964228991,dentsu,Product Owner,Marketing,500,55479,Full-time,Full-time,154,Pune, Maharashtra
750,3958736389,SR analytics,SR Analytics - Associate - Business Development,Marketing,10001,4073699,Full-time,Full-time,134,Pune, Maharashtra
751,3942619693,TripleLift,Business Systems Analyst,Marketing,5000,797523,Full-time,Full-time,113,Pune, Maharashtra
752,3927701356,Flipkart,Manager - Digital Marketing (Media Specialist),Marketing,5000,316019,Full-time,Associate,122,Bengaluru, Karnataka
753,3964314417,Razorpay,Intern - Startup Account Management,Marketing,50,6419,Full-time,Full-time,32,Bengaluru, Karnataka
754,3977251411,Invezza Technologies,Business Development Executive,Marketing,10001,1322087,Full-time,Internship,48,Pune, Maharashtra
755,3968069926,EVitamin Business Consulting Pvt. Ltd,Digital Marketing,Marketing,10001,3979527,Full-time,Mid-Senior level,191,Pune, Maharashtra
756,3971722070,dentsu,Intern - Performance Practice,Marketing,10001,9369094,Full-time,Full-time,172,Pune, Maharashtra
757,3960207341,LTIMindtree,Marketing Specialist,Marketing,5000,364130,Full-time,Associate,117,Mumbai, Maharashtra
758,3959779548,Wipro,Associate,Marketing,200,2867,Full-time,Entry level,0,Gurugram, Haryana
759,3975694621,Tata Consumer Products,Business Development Executive,Marketing,10000,1013983,Full-time,Associate,134,Mumbai, Maharashtra
760,3973533453,Innovalabs Technologies,Digital Marketing Associate in Pune,Marketing,1000,60344,Contract,Internship,151,Pune, Maharashtra
761,3978487757,PhonePe,Business Operations Analyst,Marketing,1000,15643,Full-time,Entry level,0,Bengaluru, Karnataka
762,3977524526,Interactive Avenues,Management Trainee - Ecommerce,Marketing,10000,446895,Full-time,Full-time,172,Gurugram, Haryana
763,3977303471,PMC,Junior Cloud Ops Analyst,Marketing,10001,9369105,Full-time,Full-time,68,Vadodara, Gujarat
764,3973970908,Wipro,Associate,Marketing,500,1042,Full-time,Entry level,0,Hyderabad, Telangana
765,3933412000,SutiSoft Ind,Analyst - Market Research,Marketing,10001,1183106,Full-time,Associate,181,Hyderabad, Telangana
766,3815115861,HiveMinds,Marketing Analyst,Marketing,10001,1539611,Full-time,Entry level,146,Bengaluru, Karnataka
767,3661672802,Virtusa,Content Strategist,Marketing,500,76712,Internship,Internship,180,Bangalore Urban, Karnataka
768,3974777437,Infosys BPM,Customer Support Executive,Marketing,200,41026,Full-time,Entry level,0,Pune, Maharashtra
769,3976760067,Moksha Media Group,Digital Marketing Intern,Marketing,10001,9369114,Full-time,Full-time,102,Bengaluru, Karnataka
770,3967667166,DViO Digital,Client Partner,Marketing,1000,109874,Full-time,Entry level,13,Pune, Maharashtra
771,3948269129,Wipro,Associate,Marketing,10001,9369118,Full-time,Full-time,155,Hyderabad, Telangana
772,3977673052,Chegg India,Ads Business Analyst,Marketing,200,17653,On-site,Full-time,69,Delhi, Delhi
773,3927397218,Wipro,Senior Executive,Marketing,200,43760,Full-time,Full-time,83,Gurugram, Haryana
774,3963871839,Cloud Certitude,Marketing Trainee,Marketing,200,7798,Full-time,Entry level,0,Gurgaon, Haryana
775,3973474110,Amura Marketing Technologies,Marketing Solutioning Strategy,Marketing,10,8258,Full-time,Full-time,135,Pune, Maharashtra
776,3927143262,Invimatic Technologies Pvt Ltd,Marketing Analyst,Marketing,10001,321215,Full-time,Entry level,13,Pune, Maharashtra
777,3924951629,IGT Solutions,Process Associate,Marketing,500,29022,Full-time,Mid-Senior level,0,Pune, Maharashtra
778,3904669362,Integral Ad Science,Data Content Analyst,Marketing,10001,31539230,Full-time,Full-time,189,Pune, Maharashtra
779,3830530685,HiveMinds,Analyst / Sr Analyst -,Marketing,10001,10487408,Full-time,Full-time,111,Gurgaon, Haryana
780,3954180361,Amazon,Research Analyst,Marketing,10001,321216,Full-time,Entry level,20,Gurugram, Haryana
781,3954475902,Kantar,"Intern - Quantitative Research, Consumer Insights",Marketing,10001,241806,Internship,Entry level,133,Bengaluru, Karnataka
782,3975018423,Minds HR,Junior Digital Marketing Executive,Marketing,5000,42361,Full-time,Entry level,170,Gurugram, Haryana
783,3967873916,Datamatics,Inside Sales Role - Freshers,Marketing,50,354533,Full-time,Mid-Senior level,146,Mumbai, Maharashtra
784,3967353780,Performics India,Analyst - Digital,Marketing,10001,5180438,Full-time,Full-time,4,Mumbai, Maharashtra
785,3979023136,JPMorganChase,Client Data Analyst,Marketing,5000,109938,Full-time,Associate,170,Hyderabad, Telangana
786,3962902741,Tech Mahindra,Adobe Campaign,Marketing,50,1072,Full-time,Entry level,0,Gurugram, Haryana
787,3939051011,MetrixLab,Junior/Associate Analyst – Field Management,Marketing,50,17030,Full-time,Entry level,127,Hyderabad, Telangana
788,3912870096,P3 Multisolutions,Research Analyst,Marketing,5000,57431,Full-time,Entry level,0,Gurgaon, Haryana
789,3959865829,Nexdigm,Market Research - Executive,Marketing,50,1747,Contract,Entry level,0,Mumbai, Maharashtra
790,3968103614,Decathlon Sports India,Digital Marketing Manager,Marketing,10000,865433,Full-time,Entry level,181,Bengaluru, Karnataka
791,3960375113,Powerdata Group Consulting,Paid Online Market Research - India,Marketing,200,13901,Full-time,Entry level,145,Delhi, Delhi
792,3959650874,Zensar Technologies,JOINING,Marketing,5000,65135,Full-time,Associate,107,Pune, Maharashtra
793,3967026866,Digichorus Technologies Pvt Ltd,Marketing Associate,Marketing,10,2280,Full-time,Full-time,154,Pune, Maharashtra
794,3963737808,Shaadi.com,Creative strategist,Marketing,200,77549,Full-time,Mid-Senior level,117,Mumbai, Maharashtra
795,3963149335,ZataakSe,Marketing trainee,Marketing,200,37182,Full-time,Associate,5,Navi Mumbai, Maharashtra
796,3969814527,Borzo India,Marketing Analyst,Marketing,1000,55932,Full-time,Full-time,26,Mumbai, Maharashtra
797,3979024490,Multiplier AI,Digital Marketing Executive,Marketing,10001,1322091,Internship,Internship,105,Hyderabad, Telangana
798,3975304804,uFaber Edutech Pvt Ltd,Business Development Executive,Marketing,10,221,Full-time,Entry level,0,Mumbai, Maharashtra
799,3967432002,dentsu,Graduate Trainee - ORM (Online Reputation Management),Marketing,5000,105549,Full-time,Associate,106,Mumbai, Maharashtra
800,3965691397,HR6 Solutions,Business Development Executive in Pune,Marketing,10001,321216,Full-time,Mid-Senior level,64,Pune, Maharashtra
801,3965590617,Etraveli Group,Product Analyst,Marketing,10001,610115,Full-time,Entry level,11,Pune, Maharashtra
802,3978518081,eClerx,Modeling Analytics,Marketing,50,29049,Full-time,Full-time,22,Mumbai, Maharashtra
803,3978444284,Ecolab,IT Operations Analyst,Marketing,200,11769,Full-time,Full-time,164,Pune, Maharashtra
804,3977373054,Dimerse India,Junior Account Manager,Marketing,200,29447,Full-time,Entry level,30,Mumbai, Maharashtra
805,3974150835,ISOLS Group,Business Development Executive,Marketing,200,100661,Full-time,Full-time,195,Kolkata, West Bengal
806,3973952680,Tring,Brand Sales (B2B)-Fresher,Marketing,50,11685,Full-time,Full-time,92,Mumbai, Maharashtra
807,3973930116,Airblack,Business Development Associate (Remote),Marketing,50,25481,Internship,Associate,143,Gurugram, Haryana
808,3972360027,UrbanGabru,Content Strategist,Marketing,5000,316023,Internship,Internship,160,Pune, Maharashtra
809,3959488386,Schbang,Brand Solutions Intern,Marketing,50,17616,Full-time,Full-time,176,Mumbai, Maharashtra
810,3905307846,NetCom Learning,Marketing Associate - Fresher,Marketing,10001,830411,Full-time,Entry level,138,Delhi, Delhi
811,3974170085,FabBox,Digital Marketing Associate- ONLY FRESHERS,Marketing,5000,316024,Internship,Internship,136,Mumbai, Maharashtra
812,3962910426,upGrad,Junior Copywriter,Marketing,200,622,On-site,Full-time,0,Mumbai, Maharashtra
813,3960456061,Schbang,Brand Solutions Intern,Marketing,5000,316024,Full-time,Entry level,139,Mumbai, Maharashtra
814,3959485258,Siri Innovations,Business development executive,Marketing,10001,197798,Internship,Internship,138,Hyderabad, Telangana
815,3968035566,SHINE Consulting,Business Development Associate,Marketing,5000,153869,Full-time,Mid-Senior level,117,Pune, Maharashtra
816,3967016622,1840 & Company,Marketing Analyst,Marketing,5000,11948,Full-time,Internship,0,Rajkot, Gujarat
817,3967014670,1840 & Company,Marketing Analyst,Marketing,10001,436045,Full-time,Entry level,0,Rajkot, Gujarat
818,3978689370,Arya Omnitalk,Trainee / Executive -Web Support,Marketing,200,19760,Full-time,Entry level,0,Pune, Maharashtra
819,3943506054,TMF Group,Visualization Specialist,Marketing,50,6621,Full-time,Entry level,6,Pune, Maharashtra
820,3933058840,SJ Innovation LLC,Jr Business Development Analyst - Goa,Marketing,10000,55926,Full-time,Entry level,9,Goa, Goa
821,3974781192,PROHED,Business Development Associate,Marketing,500,61761,Full-time,Mid-Senior level,32,Gurugram, Haryana
822,3978434945,TVH,Sustainabilty Analyst,Marketing,5000,42362,Full-time,Associate,179,Pune, Maharashtra
823,3975206288,TING,Social Media Manager,Marketing,500,259380,Full-time,Mid-Senior level,171,Goa, Goa
824,3960024105,Performics India,Associate - Commerce,Marketing,1000,83531,Full-time,Entry level,122,Mumbai, Maharashtra
825,3958853751,The Souled Store,Product Manager,Marketing,1000,83531,Full-time,Entry level,134,Mumbai, Maharashtra
826,3956257551,CRIF India,Customer Support Executive,Marketing,50,7592,Full-time,Full-time,154,Pune, Maharashtra
827,3955677060,CRIF India,Customer Support Executive,Marketing,10001,2364558,Full-time,Entry level,10,Pune, Maharashtra
828,3958883296,Everstylish,Performance Marketing Executive,Marketing,5000,316025,Internship,Internship,109,Gurgaon, Haryana
829,3951160620,Accenture in India,Business Advisory Associate,Marketing,5000,90771,Full-time,Mid-Senior level,11,Hyderabad, Telangana
830,3932378126,Schbang,Brand Solutions Intern,Marketing,10000,1064398,Part-time,Internship,174,Mumbai, Maharashtra
831,3979017916,Netscribes,Presales Consultant,Marketing,10001,33559237,Full-time,Full-time,86,Mumbai, Maharashtra
832,3924273920,Google,"Advertising Solutions Architect, gTech",Marketing,10001,31539354,Full-time,Full-time,124,Gurgaon, Haryana
833,3972981240,Amazon,Business Development Associate,Marketing,5000,378774,Full-time,Associate,158,Bengaluru, Karnataka
834,3972022062,Amazon,Business Development Associate,Marketing,5000,363266,Contract,Entry level,14,Bengaluru, Karnataka
835,3963398025,GLG,Client Solutions - Evening Shift,Marketing,200,40635,Full-time,Associate,187,Mumbai, Maharashtra
836,3974775353,Edvoy,Marketing Data Analyst,Marketing,10001,3080285,Full-time,Full-time,181,Chennai, Tamil Nadu
837,3966477006,MRO,Client Account Executive,Marketing,50,65512,Full-time,Full-time,2,Pune, Maharashtra
838,3918872072,Morgan Stanley,Operations Analyst - Parametric,Marketing,5000,56267,Full-time,Mid-Senior level,26,Mumbai, Maharashtra
839,3974775560,GoodSpace – AI Recruitment Platform,Digital Marketing Executive,Marketing,50,7676,Full-time,Full-time,105,Surat, Gujarat
840,3973602265,Pattern®,Digital Marketing Specialist,Marketing,10001,1322096,Full-time,Mid-Senior level,163,Pune, Maharashtra
841,3970642205,The Preface,Brand Strategist,Marketing,50,18175,Full-time,Associate,181,Mumbai, Maharashtra
842,3959368546,dentsu,Media Planner,Marketing,50,3015,Full-time,Full-time,51,Mumbai, Maharashtra
843,3958797349,Nlineaxis IT Solutions Pvt Ltd,Business Development Associate,Marketing,500,7657,Hybrid,Full-time,0,Noida, Uttar Pradesh
844,3936860636,MEDIAMIX,Client Servicing Intern,Marketing,500,61764,Full-time,Associate,164,Gurugram, Haryana
845,3656700166,Qualitas Global,Digital Marketer,Marketing,1000,60346,Full-time,Entry level,0,Pune, Maharashtra
846,3977260299,TING,Junior UX Designer,Marketing,1000,72978,Full-time,Mid-Senior level,181,Mumbai, Maharashtra
847,3965692360,Interactive Avenues,Content & E-commerce Management Trainee in Gurgaon,Marketing,50,1464,Full-time,Full-time,175,Gurgaon, Haryana
848,3966605728,Acoustic,Campaign Manager,Marketing,500,27581,On-site,Full-time,0,Pune, Maharashtra
849,3968875711,Rajavruksha Group,Digital Marketing Executive,Marketing,50,133709,Full-time,Associate,135,Bengaluru, Karnataka
850,3968029397,UnboundB2B,Lead Generation Executive,Marketing,10001,15504328,Full-time,Mid-Senior level,193,Pune, Maharashtra
851,3963947594,Tata Consultancy Services,UX Strategist,Marketing,10001,1914199,Full-time,Associate,109,Tamil Nadu, Tamil Nadu
852,3721900293,Sinfully CO,Core Team,Marketing,10001,321219,Full-time,Entry level,125,Hyderabad, Telangana
853,3973412066,Tata Technologies,Digital marketing,Marketing,1000,72978,Full-time,Mid-Senior level,198,Pune, Maharashtra
854,3682019522,eClerx,Analyst,Marketing,10000,289891,Full-time,Entry level,189,Pune, Maharashtra
855,3957702412,Acoustic,Jr. Technical Analyst,Marketing,500,101402,Full-time,Internship,170,Pune, Maharashtra
856,3977501425,Cybage Software,Search Engine Optimization Executive,Marketing,5000,797528,Full-time,Full-time,143,Pune, Maharashtra
857,3960219801,M&C Saatchi Performance,Media Intern,Marketing,500,99423,Full-time,Associate,0,Bengaluru, Karnataka
858,3964314417,Razorpay,Intern - Startup Account Management,Marketing,200,3318,Full-time,Entry level,109,Bengaluru, Karnataka
859,3975901807,Saatchi & Saatchi Propagate,Copywriter,Marketing,50,34,Full-time,Full-time,38,Maharashtra,Maharashtra
860,3973320470,N2MLEARNZ,Business Development Associate,Marketing,5000,409531,Full-time,Entry level,0,Hyderabad, Telangana
861,3973618880,PR Pundit Havas Red,Digital Marketing Associate,Marketing,200,7090,Full-time,Full-time,26,Gurugram, Haryana
862,3977253437,Abbacus Technologies,Business Development Executive,Marketing,200,19679,Internship,Internship,0,Ahmedabad, Gujarat
863,3965615405,CapeStart,Research Analyst,Marketing,10000,616157,Full-time,Associate,46,Nagercoil, Tamil Nadu
864,3978456957,PW (PhysicsWallah),Product Analyst,Marketing,10000,19287,Full-time,Entry level,19,Noida, Uttar Pradesh
865,3974792038,Dentsu India,Copywriter,Marketing,10,2466,Full-time,Full-time,103,Bengaluru, Karnataka
866,3974767004,Hitachi Digital Services,Training & Development Associate,Marketing,5000,200279,Full-time,Mid-Senior level,96,Hyderabad, Telangana
867,3961654181,Qualys,Marketing Specialist,Marketing,10000,482293,Full-time,Executive,137,Pune, Maharashtra
868,3957893109,Solytics Partners,Presales Consultant,Marketing,500,7592,Full-time,Mid-Senior level,148,Pune, Maharashtra
869,3953079411,Dentsu Creative,Copywriter,Marketing,1000,189772,Full-time,Associate,194,Gurugram, Haryana
870,3975194207,Collegedunia,Business Development Associate,Marketing,200,6624,Full-time,Full-time,39,Gurugram, Haryana
871,3976995914,Velocitta Brand Consultants,Client Servicing Executive,Marketing,10001,812252,Full-time,Associate,162,Pune, Maharashtra
872,3949457986,Acquaint Softtech Private Limited,Junior Business Development Executive,Marketing,500,101403,Full-time,Associate,101,Ahmedabad, Gujarat
873,3976641460,Viva Tech Solutions,Digital Marketing - Intern,Marketing,50,7976,Hybrid,Full-time,0,Chennai, Tamil Nadu
874,3959368172,EXL,Executives,Marketing,50,527,Full-time,Full-time,0,Pune, Maharashtra
